Year,Site,Replicate,Fortnight exposed,Fortnight start date,Fortnight end date,Assessment,Batch assessment,Assessment date,Younger foliage score_Updated ,Older foliage score_Updated ,Sampled,Pp,Pk,Pp+Pk
2,Blue,6,15,06/18/2019,07/03/2019,18,4,08/15/2019,0,0,,,,
2,Blue,7,15,06/18/2019,07/03/2019,18,4,08/15/2019,0,0,,,,
2,Green,1,15,06/17/2019,07/01/2019,18,4,08/15/2019,0,0,,,,
2,Green,2,15,06/17/2019,07/01/2019,18,4,08/15/2019,0,0,,,,
2,Green,3,15,06/17/2019,07/01/2019,18,4,08/15/2019,0,0,,,,
2,Green,4,15,06/17/2019,07/01/2019,18,4,08/15/2019,0,0,,,,
2,Green,5,15,06/17/2019,07/01/2019,18,4,08/15/2019,0,0,,,,
2,Green,6,15,06/17/2019,07/01/2019,18,4,08/15/2019,0,0,,,,
2,Green,7,15,06/17/2019,07/01/2019,18,4,08/15/2019,0,0,,,,
2,Red,1,15,06/18/2019,07/03/2019,18,4,08/15/2019,0,0,,,,
2,Red,2,15,06/18/2019,07/03/2019,18,4,08/15/2019,0,0,,,,
2,Red,3,15,06/18/2019,07/03/2019,18,4,08/15/2019,0,0,,,,
2,Red,4,15,06/18/2019,07/03/2019,18,4,08/15/2019,0,0,,,,
2,Red,5,15,06/18/2019,07/03/2019,18,4,08/15/2019,0,0,,,,
2,Red,6,15,06/18/2019,07/03/2019,18,4,08/15/2019,0,0,,,,
2,Red,7,15,06/18/2019,07/03/2019,18,4,08/15/2019,0,0,,,,
2,Yellow,1,15,06/17/2019,07/01/2019,18,4,08/15/2019,0,0,,,,
2,Yellow,2,15,06/17/2019,07/01/2019,18,4,08/15/2019,0,0,,,,
2,Yellow,3,15,06/17/2019,07/01/2019,18,4,08/15/2019,0,0,,,,
2,Yellow,4,15,06/17/2019,07/01/2019,18,4,08/15/2019,0,0,,,,
2,Yellow,5,15,06/17/2019,07/01/2019,18,4,08/15/2019,0,0,,,,
2,Yellow,6,15,06/17/2019,07/01/2019,18,4,08/15/2019,0,0,,,,
2,Yellow,7,15,06/17/2019,07/01/2019,18,4,08/15/2019,0,0,,,,
2,Blue,1,15,06/18/2019,07/03/2019,19,5,08/28/2019,0,0,,,,
2,Blue,2,15,06/18/2019,07/03/2019,19,5,08/28/2019,0,1,1,0,1,0
2,Blue,3,15,06/18/2019,07/03/2019,19,5,08/28/2019,0,0,,,,
2,Blue,4,15,06/18/2019,07/03/2019,19,5,08/28/2019,0,0,,,,
2,Blue,5,15,06/18/2019,07/03/2019,19,5,08/28/2019,0,0,,,,
2,Blue,6,15,06/18/2019,07/03/2019,19,5,08/28/2019,0,0,,,,
2,Blue,7,15,06/18/2019,07/03/2019,19,5,08/28/2019,0,0,,,,
2,Green,1,15,06/17/2019,07/01/2019,19,5,08/28/2019,0,0,,,,
2,Green,2,15,06/17/2019,07/01/2019,19,5,08/28/2019,0,0,,,,
2,Green,3,15,06/17/2019,07/01/2019,19,5,08/28/2019,0,0,,,,
2,Green,4,15,06/17/2019,07/01/2019,19,5,08/28/2019,0,0,,,,
2,Green,5,15,06/17/2019,07/01/2019,19,5,08/28/2019,0,0,,,,
2,Green,6,15,06/17/2019,07/01/2019,19,5,08/28/2019,0,0,,,,
2,Green,7,15,06/17/2019,07/01/2019,19,5,08/28/2019,0,0,,,,
2,Red,1,15,06/18/2019,07/03/2019,19,5,08/28/2019,0,0,,,,
2,Red,2,15,06/18/2019,07/03/2019,19,5,08/28/2019,0,0,,,,
2,Red,3,15,06/18/2019,07/03/2019,19,5,08/28/2019,0,0,,,,
2,Red,4,15,06/18/2019,07/03/2019,19,5,08/28/2019,0,0,,,,
2,Red,5,15,06/18/2019,07/03/2019,19,5,08/28/2019,0,0,,,,
2,Red,6,15,06/18/2019,07/03/2019,19,5,08/28/2019,0,0,,,,
2,Red,7,15,06/18/2019,07/03/2019,19,5,08/28/2019,0,0,,,,
2,Yellow,1,15,06/17/2019,07/01/2019,19,5,08/28/2019,0,0,,,,
2,Yellow,2,15,06/17/2019,07/01/2019,19,5,08/28/2019,0,0,,,,
2,Yellow,3,15,06/17/2019,07/01/2019,19,5,08/28/2019,0,0,,,,
2,Yellow,4,15,06/17/2019,07/01/2019,19,5,08/28/2019,0,0,,,,
2,Yellow,5,15,06/17/2019,07/01/2019,19,5,08/28/2019,0,0,,,,
2,Yellow,6,15,06/17/2019,07/01/2019,19,5,08/28/2019,0,0,,,,
2,Yellow,7,15,06/17/2019,07/01/2019,19,5,08/28/2019,0,0,,,,
2,Blue,1,16,07/03/2019,07/17/2019,16,1,07/18/2019,0,0,,,,
2,Blue,2,16,07/03/2019,07/17/2019,16,1,07/18/2019,0,0,,,,
2,Blue,3,16,07/03/2019,07/17/2019,16,1,07/18/2019,0,0,,,,
2,Blue,4,16,07/03/2019,07/17/2019,16,1,07/18/2019,0,0,,,,
2,Blue,5,16,07/03/2019,07/17/2019,16,1,07/18/2019,0,0,,,,
2,Blue,6,16,07/03/2019,07/17/2019,16,1,07/18/2019,0,0,,,,
2,Blue,7,16,07/03/2019,07/17/2019,16,1,07/18/2019,0,0,,,,
2,Green,1,16,07/01/2019,07/15/2019,16,1,07/18/2019,0,0,,,,
2,Green,2,16,07/01/2019,07/15/2019,16,1,07/18/2019,0,0,,,,
2,Green,3,16,07/01/2019,07/15/2019,16,1,07/18/2019,0,0,,,,
2,Green,4,16,07/01/2019,07/15/2019,16,1,07/18/2019,0,0,1,0,0,0
2,Green,5,16,07/01/2019,07/15/2019,16,1,07/18/2019,0,0,,,,
2,Green,6,16,07/01/2019,07/15/2019,16,1,07/18/2019,0,0,,,,
2,Green,7,16,07/01/2019,07/15/2019,16,1,07/18/2019,0,0,,,,
2,Red,1,16,07/03/2019,07/17/2019,16,1,07/18/2019,0,0,,,,
2,Red,2,16,07/03/2019,07/17/2019,16,1,07/18/2019,0,0,,,,
2,Red,3,16,07/03/2019,07/17/2019,16,1,07/18/2019,0,0,,,,
2,Red,4,16,07/03/2019,07/17/2019,16,1,07/18/2019,0,0,,,,
2,Red,5,16,07/03/2019,07/17/2019,16,1,07/18/2019,0,0,,,,
2,Red,6,16,07/03/2019,07/17/2019,16,1,07/18/2019,0,0,,,,
2,Red,7,16,07/03/2019,07/17/2019,16,1,07/18/2019,0,0,,,,
2,Yellow,1,16,07/01/2019,07/15/2019,16,1,07/18/2019,0,0,,,,
2,Yellow,2,16,07/01/2019,07/15/2019,16,1,07/18/2019,0,0,,,,
2,Yellow,3,16,07/01/2019,07/15/2019,16,1,07/18/2019,0,0,,,,
2,Yellow,4,16,07/01/2019,07/15/2019,16,1,07/18/2019,0,0,,,,
2,Yellow,5,16,07/01/2019,07/15/2019,16,1,07/18/2019,0,0,,,,
2,Yellow,6,16,07/01/2019,07/15/2019,16,1,07/18/2019,0,0,,,,
2,Yellow,7,16,07/01/2019,07/15/2019,16,1,07/18/2019,0,1,,,,
2,Blue,1,16,07/03/2019,07/17/2019,17,2,08/01/2019,0,0,,,,
2,Blue,2,16,07/03/2019,07/17/2019,17,2,08/01/2019,0,0,,,,
2,Blue,3,16,07/03/2019,07/17/2019,17,2,08/01/2019,0,0,,,,
2,Blue,4,16,07/03/2019,07/17/2019,17,2,08/01/2019,0,0,,,,
2,Blue,5,16,07/03/2019,07/17/2019,17,2,08/01/2019,0,0,,,,
2,Blue,6,16,07/03/2019,07/17/2019,17,2,08/01/2019,0,0,,,,
2,Blue,7,16,07/03/2019,07/17/2019,17,2,08/01/2019,0,0,,,,
2,Green,1,16,07/01/2019,07/15/2019,17,2,08/01/2019,0,0,,,,
2,Green,2,16,07/01/2019,07/15/2019,17,2,08/01/2019,0,0,,,,
2,Green,3,16,07/01/2019,07/15/2019,17,2,08/01/2019,0,0,,,,
2,Green,4,16,07/01/2019,07/15/2019,17,2,08/01/2019,0,0,,,,
2,Green,5,16,07/01/2019,07/15/2019,17,2,08/01/2019,0,0,,,,
2,Green,6,16,07/01/2019,07/15/2019,17,2,08/01/2019,0,0,,,,
2,Green,7,16,07/01/2019,07/15/2019,17,2,08/01/2019,0,0,,,,
2,Red,1,16,07/03/2019,07/17/2019,17,2,08/01/2019,0,0,,,,
2,Red,2,16,07/03/2019,07/17/2019,17,2,08/01/2019,0,0,,,,
2,Red,3,16,07/03/2019,07/17/2019,17,2,08/01/2019,0,0,,,,
2,Red,4,16,07/03/2019,07/17/2019,17,2,08/01/2019,0,0,,,,
2,Red,5,16,07/03/2019,07/17/2019,17,2,08/01/2019,0,0,,,,
2,Red,6,16,07/03/2019,07/17/2019,17,2,08/01/2019,0,0,,,,
2,Red,7,16,07/03/2019,07/17/2019,17,2,08/01/2019,0,0,,,,
2,Yellow,1,16,07/01/2019,07/15/2019,17,2,08/01/2019,0,0,,,,
2,Yellow,2,16,07/01/2019,07/15/2019,17,2,08/01/2019,0,0,,,,
2,Yellow,3,16,07/01/2019,07/15/2019,17,2,08/01/2019,0,0,,,,
2,Yellow,4,16,07/01/2019,07/15/2019,17,2,08/01/2019,0,0,,,,
2,Yellow,5,16,07/01/2019,07/15/2019,17,2,08/01/2019,0,0,,,,
2,Yellow,6,16,07/01/2019,07/15/2019,17,2,08/01/2019,0,0,,,,
2,Yellow,7,16,07/01/2019,07/15/2019,17,2,08/01/2019,0,1,1,0,1,0
2,Blue,1,16,07/03/2019,07/17/2019,18,3,08/15/2019,0,0,,,,
2,Blue,2,16,07/03/2019,07/17/2019,18,3,08/15/2019,0,0,,,,
2,Blue,3,16,07/03/2019,07/17/2019,18,3,08/15/2019,0,0,,,,
2,Blue,4,16,07/03/2019,07/17/2019,18,3,08/15/2019,0,0,,,,
2,Blue,5,16,07/03/2019,07/17/2019,18,3,08/15/2019,0,0,,,,
2,Blue,6,16,07/03/2019,07/17/2019,18,3,08/15/2019,0,0,,,,
2,Blue,7,16,07/03/2019,07/17/2019,18,3,08/15/2019,0,0,,,,
2,Green,1,16,07/01/2019,07/15/2019,18,3,08/15/2019,0,0,,,,
2,Green,2,16,07/01/2019,07/15/2019,18,3,08/15/2019,0,0,,,,
2,Green,3,16,07/01/2019,07/15/2019,18,3,08/15/2019,0,0,,,,
2,Green,4,16,07/01/2019,07/15/2019,18,3,08/15/2019,0,0,,,,
2,Green,5,16,07/01/2019,07/15/2019,18,3,08/15/2019,0,0,,,,
2,Green,6,16,07/01/2019,07/15/2019,18,3,08/15/2019,0,0,,,,
2,Green,7,16,07/01/2019,07/15/2019,18,3,08/15/2019,0,1,1,1,1,1
2,Red,1,16,07/03/2019,07/17/2019,18,3,08/15/2019,0,0,,,,
2,Red,2,16,07/03/2019,07/17/2019,18,3,08/15/2019,0,0,,,,
2,Red,3,16,07/03/2019,07/17/2019,18,3,08/15/2019,0,0,,,,
2,Red,4,16,07/03/2019,07/17/2019,18,3,08/15/2019,0,0,,,,
2,Red,5,16,07/03/2019,07/17/2019,18,3,08/15/2019,0,0,,,,
2,Red,6,16,07/03/2019,07/17/2019,18,3,08/15/2019,0,0,,,,
2,Red,7,16,07/03/2019,07/17/2019,18,3,08/15/2019,0,0,,,,
2,Yellow,1,16,07/01/2019,07/15/2019,18,3,08/15/2019,0,0,,,,
2,Yellow,2,16,07/01/2019,07/15/2019,18,3,08/15/2019,0,0,,,,
2,Yellow,3,16,07/01/2019,07/15/2019,18,3,08/15/2019,0,0,,,,
2,Yellow,4,16,07/01/2019,07/15/2019,18,3,08/15/2019,0,0,,,,
2,Yellow,5,16,07/01/2019,07/15/2019,18,3,08/15/2019,0,0,,,,
2,Yellow,6,16,07/01/2019,07/15/2019,18,3,08/15/2019,0,0,,,,
2,Yellow,7,16,07/01/2019,07/15/2019,18,3,08/15/2019,0,1,1,0,1,0
2,Blue,1,16,07/03/2019,07/17/2019,19,4,08/28/2019,0,0,,,,
2,Blue,2,16,07/03/2019,07/17/2019,19,4,08/28/2019,0,0,,,,
2,Blue,3,16,07/03/2019,07/17/2019,19,4,08/28/2019,0,0,,,,
2,Blue,4,16,07/03/2019,07/17/2019,19,4,08/28/2019,0,0,,,,
2,Blue,5,16,07/03/2019,07/17/2019,19,4,08/28/2019,0,0,,,,
2,Blue,6,16,07/03/2019,07/17/2019,19,4,08/28/2019,0,0,,,,
2,Blue,7,16,07/03/2019,07/17/2019,19,4,08/28/2019,0,0,,,,
2,Green,1,16,07/01/2019,07/15/2019,19,4,08/28/2019,0,0,,,,
2,Green,2,16,07/01/2019,07/15/2019,19,4,08/28/2019,0,0,,,,
2,Green,3,16,07/01/2019,07/15/2019,19,4,08/28/2019,0,0,,,,
2,Green,4,16,07/01/2019,07/15/2019,19,4,08/28/2019,0,0,,,,
2,Green,5,16,07/01/2019,07/15/2019,19,4,08/28/2019,0,0,,,,
2,Green,6,16,07/01/2019,07/15/2019,19,4,08/28/2019,0,0,,,,
2,Green,7,16,07/01/2019,07/15/2019,19,4,08/28/2019,0,0,1,0,0,0
2,Red,1,16,07/03/2019,07/17/2019,19,4,08/28/2019,0,0,,,,
2,Red,2,16,07/03/2019,07/17/2019,19,4,08/28/2019,0,0,,,,
2,Red,3,16,07/03/2019,07/17/2019,19,4,08/28/2019,0,0,,,,
2,Red,4,16,07/03/2019,07/17/2019,19,4,08/28/2019,0,0,,,,
2,Red,5,16,07/03/2019,07/17/2019,19,4,08/28/2019,0,0,,,,
2,Red,6,16,07/03/2019,07/17/2019,19,4,08/28/2019,0,0,,,,
2,Red,7,16,07/03/2019,07/17/2019,19,4,08/28/2019,0,0,,,,
2,Yellow,1,16,07/01/2019,07/15/2019,19,4,08/28/2019,0,0,,,,
2,Yellow,2,16,07/01/2019,07/15/2019,19,4,08/28/2019,0,0,,,,
2,Yellow,3,16,07/01/2019,07/15/2019,19,4,08/28/2019,0,0,,,,
2,Yellow,4,16,07/01/2019,07/15/2019,19,4,08/28/2019,0,0,,,,
2,Yellow,5,16,07/01/2019,07/15/2019,19,4,08/28/2019,0,0,,,,
2,Yellow,6,16,07/01/2019,07/15/2019,19,4,08/28/2019,0,0,,,,
2,Yellow,7,16,07/01/2019,07/15/2019,19,4,08/28/2019,0,2,1,0,0,0
2,Blue,1,16,07/03/2019,07/17/2019,20,5,09/12/2019,0,0,,,,
2,Blue,2,16,07/03/2019,07/17/2019,20,5,09/12/2019,0,0,,,,
2,Blue,3,16,07/03/2019,07/17/2019,20,5,09/12/2019,0,0,,,,
2,Blue,4,16,07/03/2019,07/17/2019,20,5,09/12/2019,0,0,,,,
2,Blue,5,16,07/03/2019,07/17/2019,20,5,09/12/2019,0,0,,,,
2,Blue,6,16,07/03/2019,07/17/2019,20,5,09/12/2019,0,0,,,,
2,Blue,7,16,07/03/2019,07/17/2019,20,5,09/12/2019,0,0,,,,
2,Green,1,16,07/01/2019,07/15/2019,20,5,09/12/2019,0,0,,,,
2,Green,2,16,07/01/2019,07/15/2019,20,5,09/12/2019,0,0,,,,
2,Green,3,16,07/01/2019,07/15/2019,20,5,09/12/2019,0,0,,,,
2,Green,4,16,07/01/2019,07/15/2019,20,5,09/12/2019,0,0,,,,
2,Green,5,16,07/01/2019,07/15/2019,20,5,09/12/2019,0,0,,,,
2,Green,6,16,07/01/2019,07/15/2019,20,5,09/12/2019,0,0,,,,
2,Green,7,16,07/01/2019,07/15/2019,20,5,09/12/2019,0,0,,,,
2,Red,1,16,07/03/2019,07/17/2019,20,5,09/12/2019,0,0,,,,
2,Red,2,16,07/03/2019,07/17/2019,20,5,09/12/2019,0,0,,,,
2,Red,3,16,07/03/2019,07/17/2019,20,5,09/12/2019,0,0,,,,
2,Red,4,16,07/03/2019,07/17/2019,20,5,09/12/2019,0,0,,,,
2,Red,5,16,07/03/2019,07/17/2019,20,5,09/12/2019,0,0,,,,
2,Red,6,16,07/03/2019,07/17/2019,20,5,09/12/2019,0,0,,,,
2,Red,7,16,07/03/2019,07/17/2019,20,5,09/12/2019,0,0,,,,
2,Yellow,1,16,07/01/2019,07/15/2019,20,5,09/12/2019,0,0,,,,
2,Yellow,2,16,07/01/2019,07/15/2019,20,5,09/12/2019,0,0,,,,
2,Yellow,3,16,07/01/2019,07/15/2019,20,5,09/12/2019,0,0,,,,
2,Yellow,4,16,07/01/2019,07/15/2019,20,5,09/12/2019,0,0,,,,
2,Yellow,5,16,07/01/2019,07/15/2019,20,5,09/12/2019,0,0,,,,
2,Yellow,6,16,07/01/2019,07/15/2019,20,5,09/12/2019,0,0,,,,
2,Yellow,7,16,07/01/2019,07/15/2019,20,5,09/12/2019,0,1,1,1,0,0
2,Blue,1,17,07/17/2019,07/31/2019,17,1,08/01/2019,0,0,,,,
2,Blue,2,17,07/17/2019,07/31/2019,17,1,08/01/2019,0,0,,,,
2,Blue,3,17,07/17/2019,07/31/2019,17,1,08/01/2019,0,0,,,,
2,Blue,4,17,07/17/2019,07/31/2019,17,1,08/01/2019,0,0,,,,
2,Blue,5,17,07/17/2019,07/31/2019,17,1,08/01/2019,0,0,,,,
2,Blue,6,17,07/17/2019,07/31/2019,17,1,08/01/2019,0,0,,,,
2,Blue,7,17,07/17/2019,07/31/2019,17,1,08/01/2019,0,0,,,,
2,Green,1,17,07/15/2019,07/30/2019,17,1,08/01/2019,0,0,,,,
2,Green,2,17,07/15/2019,07/30/2019,17,1,08/01/2019,0,0,,,,
2,Green,3,17,07/15/2019,07/30/2019,17,1,08/01/2019,0,0,,,,
2,Green,4,17,07/15/2019,07/30/2019,17,1,08/01/2019,0,0,,,,
2,Green,5,17,07/15/2019,07/30/2019,17,1,08/01/2019,0,0,,,,
2,Green,6,17,07/15/2019,07/30/2019,17,1,08/01/2019,0,0,,,,
2,Green,7,17,07/15/2019,07/30/2019,17,1,08/01/2019,0,0,,,,
2,Red,1,17,07/17/2019,07/31/2019,17,1,08/01/2019,0,0,,,,
2,Red,2,17,07/17/2019,07/31/2019,17,1,08/01/2019,0,0,,,,
2,Red,3,17,07/17/2019,07/31/2019,17,1,08/01/2019,0,0,,,,
2,Red,4,17,07/17/2019,07/31/2019,17,1,08/01/2019,0,0,,,,
2,Red,5,17,07/17/2019,07/31/2019,17,1,08/01/2019,0,0,,,,
2,Red,6,17,07/17/2019,07/31/2019,17,1,08/01/2019,0,0,,,,
2,Red,7,17,07/17/2019,07/31/2019,17,1,08/01/2019,0,0,,,,
2,Yellow,1,17,07/15/2019,07/30/2019,17,1,08/01/2019,0,0,,,,
2,Yellow,2,17,07/15/2019,07/30/2019,17,1,08/01/2019,0,0,,,,
2,Yellow,3,17,07/15/2019,07/30/2019,17,1,08/01/2019,0,0,,,,
2,Yellow,4,17,07/15/2019,07/30/2019,17,1,08/01/2019,0,0,,,,
2,Yellow,5,17,07/15/2019,07/30/2019,17,1,08/01/2019,0,0,,,,
2,Yellow,6,17,07/15/2019,07/30/2019,17,1,08/01/2019,0,0,,,,
2,Yellow,7,17,07/15/2019,07/30/2019,17,1,08/01/2019,0,0,,,,
2,Blue,1,17,07/17/2019,07/31/2019,18,2,08/15/2019,0,0,,,,
2,Blue,2,17,07/17/2019,07/31/2019,18,2,08/15/2019,0,0,,,,
2,Blue,3,17,07/17/2019,07/31/2019,18,2,08/15/2019,0,0,,,,
2,Blue,4,17,07/17/2019,07/31/2019,18,2,08/15/2019,0,0,,,,
2,Blue,5,17,07/17/2019,07/31/2019,18,2,08/15/2019,0,0,,,,
2,Blue,6,17,07/17/2019,07/31/2019,18,2,08/15/2019,0,0,,,,
2,Blue,7,17,07/17/2019,07/31/2019,18,2,08/15/2019,0,0,,,,
2,Green,1,17,07/15/2019,07/30/2019,18,2,08/15/2019,0,0,,,,
2,Green,2,17,07/15/2019,07/30/2019,18,2,08/15/2019,0,0,,,,
2,Green,3,17,07/15/2019,07/30/2019,18,2,08/15/2019,0,0,,,,
2,Green,4,17,07/15/2019,07/30/2019,18,2,08/15/2019,0,0,,,,
2,Green,5,17,07/15/2019,07/30/2019,18,2,08/15/2019,0,0,,,,
2,Green,6,17,07/15/2019,07/30/2019,18,2,08/15/2019,0,0,,,,
2,Green,7,17,07/15/2019,07/30/2019,18,2,08/15/2019,0,0,,,,
2,Red,1,17,07/17/2019,07/31/2019,18,2,08/15/2019,0,0,,,,
2,Red,2,17,07/17/2019,07/31/2019,18,2,08/15/2019,0,0,,,,
2,Red,3,17,07/17/2019,07/31/2019,18,2,08/15/2019,0,0,,,,
2,Red,4,17,07/17/2019,07/31/2019,18,2,08/15/2019,0,0,,,,
2,Red,5,17,07/17/2019,07/31/2019,18,2,08/15/2019,0,0,,,,
2,Red,6,17,07/17/2019,07/31/2019,18,2,08/15/2019,0,0,,,,
2,Red,7,17,07/17/2019,07/31/2019,18,2,08/15/2019,0,0,,,,
2,Yellow,1,17,07/15/2019,07/30/2019,18,2,08/15/2019,0,0,,,,
2,Yellow,2,17,07/15/2019,07/30/2019,18,2,08/15/2019,0,0,,,,
2,Yellow,3,17,07/15/2019,07/30/2019,18,2,08/15/2019,0,0,,,,
2,Yellow,4,17,07/15/2019,07/30/2019,18,2,08/15/2019,0,0,,,,
2,Yellow,5,17,07/15/2019,07/30/2019,18,2,08/15/2019,0,0,,,,
2,Yellow,6,17,07/15/2019,07/30/2019,18,2,08/15/2019,0,0,,,,
2,Yellow,7,17,07/15/2019,07/30/2019,18,2,08/15/2019,0,0,,,,
2,Blue,1,17,07/17/2019,07/31/2019,19,3,08/28/2019,0,0,,,,
2,Blue,2,17,07/17/2019,07/31/2019,19,3,08/28/2019,0,0,,,,
2,Blue,3,17,07/17/2019,07/31/2019,19,3,08/28/2019,0,0,,,,
2,Blue,4,17,07/17/2019,07/31/2019,19,3,08/28/2019,0,0,,,,
2,Blue,5,17,07/17/2019,07/31/2019,19,3,08/28/2019,0,0,,,,
2,Blue,6,17,07/17/2019,07/31/2019,19,3,08/28/2019,0,0,,,,
2,Blue,7,17,07/17/2019,07/31/2019,19,3,08/28/2019,0,0,,,,
2,Green,1,17,07/15/2019,07/30/2019,19,3,08/28/2019,0,0,,,,
2,Green,2,17,07/15/2019,07/30/2019,19,3,08/28/2019,0,0,,,,
2,Green,3,17,07/15/2019,07/30/2019,19,3,08/28/2019,0,0,,,,
2,Green,4,17,07/15/2019,07/30/2019,19,3,08/28/2019,0,0,,,,
2,Green,5,17,07/15/2019,07/30/2019,19,3,08/28/2019,0,0,,,,
2,Green,6,17,07/15/2019,07/30/2019,19,3,08/28/2019,0,0,,,,
2,Green,7,17,07/15/2019,07/30/2019,19,3,08/28/2019,0,0,,,,
2,Red,1,17,07/17/2019,07/31/2019,19,3,08/28/2019,0,0,,,,
2,Red,2,17,07/17/2019,07/31/2019,19,3,08/28/2019,0,0,,,,
2,Red,3,17,07/17/2019,07/31/2019,19,3,08/28/2019,0,0,,,,
2,Red,4,17,07/17/2019,07/31/2019,19,3,08/28/2019,0,0,,,,
2,Red,5,17,07/17/2019,07/31/2019,19,3,08/28/2019,0,0,,,,
2,Red,6,17,07/17/2019,07/31/2019,19,3,08/28/2019,0,0,,,,
2,Red,7,17,07/17/2019,07/31/2019,19,3,08/28/2019,0,0,,,,
2,Yellow,1,17,07/15/2019,07/30/2019,19,3,08/28/2019,0,0,,,,
2,Yellow,2,17,07/15/2019,07/30/2019,19,3,08/28/2019,0,0,,,,
2,Yellow,3,17,07/15/2019,07/30/2019,19,3,08/28/2019,0,0,,,,
2,Yellow,4,17,07/15/2019,07/30/2019,19,3,08/28/2019,0,0,,,,
2,Yellow,5,17,07/15/2019,07/30/2019,19,3,08/28/2019,0,0,,,,
2,Yellow,6,17,07/15/2019,07/30/2019,19,3,08/28/2019,0,0,,,,
2,Yellow,7,17,07/15/2019,07/30/2019,19,3,08/28/2019,0,0,,,,
2,Blue,1,17,07/17/2019,07/31/2019,20,4,09/12/2019,0,0,,,,
2,Blue,2,17,07/17/2019,07/31/2019,20,4,09/12/2019,0,0,,,,
2,Blue,3,17,07/17/2019,07/31/2019,20,4,09/12/2019,0,0,,,,
2,Blue,4,17,07/17/2019,07/31/2019,20,4,09/12/2019,0,0,,,,
2,Blue,5,17,07/17/2019,07/31/2019,20,4,09/12/2019,0,0,,,,
2,Blue,6,17,07/17/2019,07/31/2019,20,4,09/12/2019,0,0,,,,
2,Blue,7,17,07/17/2019,07/31/2019,20,4,09/12/2019,0,0,,,,
2,Green,1,17,07/15/2019,07/30/2019,20,4,09/12/2019,0,0,,,,
2,Green,2,17,07/15/2019,07/30/2019,20,4,09/12/2019,0,0,,,,
2,Green,3,17,07/15/2019,07/30/2019,20,4,09/12/2019,0,0,,,,
2,Green,4,17,07/15/2019,07/30/2019,20,4,09/12/2019,0,0,,,,
2,Green,5,17,07/15/2019,07/30/2019,20,4,09/12/2019,0,0,,,,
2,Green,6,17,07/15/2019,07/30/2019,20,4,09/12/2019,0,0,,,,
2,Green,7,17,07/15/2019,07/30/2019,20,4,09/12/2019,0,0,,,,
2,Red,1,17,07/17/2019,07/31/2019,20,4,09/12/2019,0,0,,,,
2,Red,2,17,07/17/2019,07/31/2019,20,4,09/12/2019,0,0,,,,
2,Red,3,17,07/17/2019,07/31/2019,20,4,09/12/2019,0,0,,,,
2,Red,4,17,07/17/2019,07/31/2019,20,4,09/12/2019,0,0,,,,
2,Red,5,17,07/17/2019,07/31/2019,20,4,09/12/2019,0,0,,,,
2,Red,6,17,07/17/2019,07/31/2019,20,4,09/12/2019,0,0,,,,
2,Red,7,17,07/17/2019,07/31/2019,20,4,09/12/2019,0,0,,,,
2,Yellow,1,17,07/15/2019,07/30/2019,20,4,09/12/2019,0,0,,,,
2,Yellow,2,17,07/15/2019,07/30/2019,20,4,09/12/2019,0,0,,,,
2,Yellow,3,17,07/15/2019,07/30/2019,20,4,09/12/2019,0,0,,,,
2,Yellow,4,17,07/15/2019,07/30/2019,20,4,09/12/2019,0,0,,,,
2,Yellow,5,17,07/15/2019,07/30/2019,20,4,09/12/2019,0,0,,,,
2,Yellow,6,17,07/15/2019,07/30/2019,20,4,09/12/2019,0,0,,,,
2,Yellow,7,17,07/15/2019,07/30/2019,20,4,09/12/2019,0,0,,,,
2,Blue,1,17,07/17/2019,07/31/2019,21,5,09/26/2019,0,0,,,,
2,Blue,2,17,07/17/2019,07/31/2019,21,5,09/26/2019,0,0,,,,
2,Blue,3,17,07/17/2019,07/31/2019,21,5,09/26/2019,0,0,,,,
2,Blue,4,17,07/17/2019,07/31/2019,21,5,09/26/2019,0,0,,,,
2,Blue,5,17,07/17/2019,07/31/2019,21,5,09/26/2019,0,0,,,,
2,Blue,6,17,07/17/2019,07/31/2019,21,5,09/26/2019,0,0,,,,
2,Blue,7,17,07/17/2019,07/31/2019,21,5,09/26/2019,0,0,,,,
2,Green,1,17,07/15/2019,07/30/2019,21,5,09/26/2019,0,0,,,,
2,Green,2,17,07/15/2019,07/30/2019,21,5,09/26/2019,0,0,,,,
2,Green,3,17,07/15/2019,07/30/2019,21,5,09/26/2019,0,0,,,,
2,Green,4,17,07/15/2019,07/30/2019,21,5,09/26/2019,0,0,,,,
2,Green,5,17,07/15/2019,07/30/2019,21,5,09/26/2019,0,0,,,,
2,Green,6,17,07/15/2019,07/30/2019,21,5,09/26/2019,0,0,,,,
2,Green,7,17,07/15/2019,07/30/2019,21,5,09/26/2019,0,0,,,,
2,Red,1,17,07/17/2019,07/31/2019,21,5,09/26/2019,0,0,,,,
2,Red,2,17,07/17/2019,07/31/2019,21,5,09/26/2019,0,0,,,,
2,Red,3,17,07/17/2019,07/31/2019,21,5,09/26/2019,0,0,,,,
2,Red,4,17,07/17/2019,07/31/2019,21,5,09/26/2019,0,0,,,,
2,Red,5,17,07/17/2019,07/31/2019,21,5,09/26/2019,0,0,,,,
2,Red,6,17,07/17/2019,07/31/2019,21,5,09/26/2019,0,0,,,,
2,Red,7,17,07/17/2019,07/31/2019,21,5,09/26/2019,0,0,,,,
